id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
2313,certify,verb,1521,証明する,保証する,
2314,assure,verb,1521,保証する,安心させる,
2315,ensure,verb,1522,確実にする,保証する,
2316,secure,verb,1522,確保する,安全にする,
2317,obtain,verb,1523,獲得する,得る,
2318,acquire,verb,1523,獲得する,習得する,
2319,attain,verb,1524,達成する,到達する,
2320,achieve,verb,1524,達成する,成し遂げる,
2321,accomplish,verb,1525,達成する,成し遂げる,
2322,fulfill,verb,1525,果たす,満たす,
2323,realize,verb,1526,実現する,悟る,
2324,implement,verb,1527,実行する,実施する,
2325,execute,verb,1527,実行する,処刑する,
2326,perform,verb,1528,実行する,演じる,
2327,undertake,verb,1528,引き受ける,着手する,
2328,pursue,verb,1529,追求する,従事する,
2329,engage,verb,1529,従事する,婚約する,
2330,participate,verb,1530,参加する,関与する,
2331,involve,verb,1530,関与させる,巻き込む,
2332,incorporate,verb,1531,組み込む,合併する,
2333,integrate,verb,1531,統合する,統一する,
2334,combine,verb,1532,結合する,組み合わせる,
2335,merge,verb,1533,合併する,融合する,
2336,unite,verb,1533,団結する,結合する,
2337,connect,verb,1534,つなぐ,接続する,
2338,attach,verb,1534,取り付ける,添付する,
2339,fasten,verb,1535,固定する,留める,
2340,bind,verb,1535,縛る,束縛する,
2341,tie,verb,1536,結ぶ,縛る,
2342,fix,verb,1536,固定する,修理する,
2343,repair,verb,1537,修理する,修復する,
2344,mend,verb,1537,修繕する,直す,
2345,restore,verb,1538,修復する,復元する,
2346,renew,verb,1538,更新する,再開する,
2347,revive,verb,1539,復活させる,蘇生させる,
2348,resurrect,verb,1540,復活させる,よみがえらせる,
2349,recover,verb,1540,回復する,取り戻す,
2350,retrieve,verb,1541,取り戻す,回収する,
2351,reclaim,verb,1541,取り戻す,再生する,
2352,regain,verb,1542,取り戻す,回復する,
2353,recapture,verb,1542,奪回する,取り戻す,
2354,recollect,verb,1543,思い出す,回想する,
2355,recall,verb,1543,思い出す,呼び戻す,
2356,remind,verb,1544,思い出させる,気づかせる,
2357,memorize,verb,1544,記憶する,暗記する,
2358,protect,verb,1545,保護する,守る,
2359,defend,verb,1546,守る,防衛する,
2360,threaten,verb,1546,脅す,脅かす,
2361,menace,verb,1547,脅す,威嚇する,
2362,intimidate,verb,1547,脅す,怖がらせる,
2363,frighten,verb,1548,怖がらせる,驚かす,
2364,scare,verb,1548,怖がらせる,おびえさせる,
2365,startle,verb,1549,驚かす,びっくりさせる,
2366,astonish,verb,1549,驚かす,びっくりさせる,
2367,amaze,verb,1550,驚かす,びっくりさせる,
2368,stun,verb,1550,気絶させる,唖然とさせる,
2369,overwhelm,verb,1551,圧倒する,打ちのめす,
2370,overcome,verb,1551,克服する,打ち勝つ,
2371,conquer,verb,1552,征服する,克服する,
2372,beat,verb,1553,打つ,打ち負かす,
2373,vanquish,verb,1553,打ち負かす,征服する,
2374,prevail,verb,1554,勝つ,普及する,
2375,succeed,verb,1554,成功する,続く,
2376,prosper,verb,1555,繁栄する,成功する,
2377,thrive,verb,1555,繁栄する,成長する,
2378,flourish,verb,1556,繁栄する,栄える,
2379,bloom,verb,1556,花が咲く,開花する,
2380,blossom,verb,1557,花が咲く,開花する,
2381,sprout,verb,1557,芽が出る,発芽する,
2382,germinate,verb,1558,発芽する,芽生える,
2383,cultivate,verb,1559,耕す,栽培する,
2384,rear,verb,1559,育てる,後部の,
2385,nurture,verb,1560,育てる,養育する,
2386,nourish,verb,1560,栄養を与える,育てる,
2387,feed,verb,1561,食べ物を与える,養う,
2388,uphold,verb,1561,支持する,維持する,
2389,bear,verb,1562,耐える,運ぶ,
2390,tolerate,verb,1562,我慢する,容認する,
2391,suffer,verb,1563,苦しむ,被る,
2392,undergo,verb,1563,経験する,受ける,
2393,confront,verb,1564,直面する,立ち向かう,
2394,tackle,verb,1564,取り組む,タックルする,
2395,manage,verb,1565,管理する,何とかやる,
2396,cope,verb,1566,対処する,切り抜ける,
2397,treat,verb,1566,扱う,治療する,
2398,process,verb,1567,処理する,加工する,
2399,manipulate,verb,1567,操作する,巧みに扱う,
2400,operate,verb,1568,操作する,手術する,
2401,function,verb,1568,機能する,働く,
2402,behave,verb,1569,振る舞う,行動する,
2403,react,verb,1569,反応する,応じる,
2404,respond,verb,1570,応答する,反応する,
2405,reply,verb,1570,返事する,返答する,
2406,retort,verb,1571,言い返す,反論する,
2407,counter,verb,1572,反論する,対抗する,
2408,oppose,verb,1572,反対する,対抗する,
2409,resist,verb,1573,抵抗する,我慢する,
2410,withstand,verb,1573,耐える,抵抗する,
2411,defy,verb,1574,反抗する,無視する,
2412,argue,verb,1574,議論する,主張する,
2413,discuss,verb,1575,議論する,論じる,
2414,negotiate,verb,1575,交渉する,話し合う,
2415,bargain,verb,1576,交渉する,値切る,
2416,compromise,verb,1576,妥協する,和解する,
2417,settle,verb,1577,解決する,落ち着く,
2418,resolve,verb,1577,解決する,決意する,
2419,solve,verb,1578,解決する,解く,
2420,determine,verb,1579,決定する,決心する,
2421,conclude,verb,1579,結論を下す,終える,
2422,infer,verb,1580,推論する,推測する,
2423,deduce,verb,1580,推論する,演繹する,
2424,derive,verb,1581,引き出す,由来する,
2425,earn,verb,1581,稼ぐ,得る,
2426,approach,verb,1582,近づく,接近する,
2427,transport,verb,1582,輸送する,運ぶ,
2428,convey,verb,1583,運ぶ,伝える,
2429,transmit,verb,1583,伝える,送信する,
2430,relay,verb,1584,中継する,伝える,
2431,communicate,verb,1585,伝える,意思疎通する,
2432,express,verb,1585,表現する,述べる,
2433,articulate,verb,1586,明確に述べる,はっきり話す,
2434,refer,verb,1586,言及する,参照する,
2435,cite,verb,1587,引用する,挙げる,
2436,quote,verb,1587,引用する,見積もる,
2437,recite,verb,1588,暗唱する,朗読する,
2438,narrate,verb,1588,語る,ナレーションする,
2439,relate,verb,1589,語る,関係づける,
2440,recount,verb,1589,詳しく話す,数え直す,
2441,describe,verb,1590,描写する,説明する,
2442,characterize,verb,1590,特徴づける,描写する,
2443,define,verb,1591,定義する,明確にする,
2444,specify,verb,1592,明示する,指定する,
2445,designate,verb,1592,指定する,指名する,
2446,appoint,verb,1593,任命する,指定する,
2447,assign,verb,1593,割り当てる,任命する,
2448,allocate,verb,1594,割り当てる,配分する,
2449,distribute,verb,1594,分配する,配布する,
2450,dispense,verb,1595,分配する,調剤する,
2451,scatter,verb,1595,まき散らす,散らばる,
2452,spread,verb,1596,広げる,広がる,
2453,extend,verb,1596,延ばす,広げる,
2454,expand,verb,1597,拡大する,膨張する,
2455,enlarge,verb,1598,拡大する,大きくする,
2456,magnify,verb,1598,拡大する,誇張する,
2457,amplify,verb,1599,増幅する,詳しく述べる,
2458,intensify,verb,1599,強める,激しくなる,
2459,strengthen,verb,1600,強化する,強くなる,
2460,reinforce,verb,1600,強化する,補強する,
2461,fortify,verb,1601,強化する,要塞化する,
2462,consolidate,verb,1601,強化する,統合する,
2463,stabilize,verb,1602,安定させる,固定する,
2464,steady,verb,1602,安定させる,落ち着かせる,
2465,equalize,verb,1603,等しくする,均等にする,
2466,flatten,verb,1603,平らにする,平坦にする,
2467,smooth,verb,1604,滑らかにする,なめらかにする,
2468,purify,verb,1605,浄化する,精製する,
2469,cleanse,verb,1605,清める,浄化する,
2470,sanitize,verb,1606,消毒する,衛生的にする,
2471,sterilize,verb,1606,殺菌する,不妊にする,
2472,disinfect,verb,1607,消毒する,,
2473,contaminate,verb,1607,汚染する,汚す,
2474,pollute,verb,1608,汚染する,汚す,
2475,taint,verb,1608,汚す,損なう,
2476,corrupt,verb,1609,腐敗させる,堕落させる,
2477,spoil,verb,1609,台無しにする,甘やかす,
2478,destroy,verb,1610,破壊する,滅ぼす,
2479,demolish,verb,1611,破壊する,取り壊す,
2480,devastate,verb,1611,荒廃させる,壊滅させる,
2481,ravage,verb,1612,荒らす,破壊する,
2482,injure,verb,1612,傷つける,損なう,
2483,impair,verb,1613,損なう,弱める,
2484,weaken,verb,1613,弱める,弱くなる,
2485,undermine,verb,1614,弱体化させる,損なう,
2486,diminish,verb,1614,減少させる,小さくする,
2487,reduce,verb,1615,減らす,削減する,
2488,lessen,verb,1615,減少させる,少なくする,
2489,lower,verb,1616,下げる,低くする,
2490,deteriorate,verb,1616,悪化する,劣化する,
2491,degenerate,verb,1617,退化する,堕落する,
2492,rot,verb,1618,腐る,腐敗する,
2493,decompose,verb,1618,分解する,腐敗する,
2494,disintegrate,verb,1619,崩壊する,分解する,
2495,crumble,verb,1619,崩れる,砕ける,
2496,tumble,verb,1620,転ぶ,転落する,
2497,stumble,verb,1620,つまずく,よろめく,
2498,slide,verb,1621,滑る,すべる,
2499,glide,verb,1621,滑る,滑空する,
2500,float,verb,1622,浮く,漂う,
2501,drift,verb,1622,漂う,漂流する,
2502,wander,verb,1623,さまよう,放浪する,
2503,roam,verb,1624,歩き回る,放浪する,
2504,stray,verb,1624,それる,迷う,
2505,deviate,verb,1625,それる,逸脱する,
2506,diverge,verb,1625,分岐する,それる,
2507,vary,verb,1626,変わる,異なる,
2508,differ,verb,1626,異なる,意見が違う,
2509,distinguish,verb,1627,区別する,特徴づける,
2510,differentiate,verb,1627,区別する,差別化する,
2511,discriminate,verb,1628,区別する,差別する,
2512,separate,verb,1628,分ける,離れる,
2513,divide,verb,1629,分ける,分割する,
2514,split,verb,1629,割る,分裂する,
2515,partition,verb,1630,分割する,仕切る,
2516,isolate,verb,1631,孤立させる,隔離する,
2517,segregate,verb,1631,分離する,隔離する,
2518,detach,verb,1632,切り離す,取り外す,
2519,disconnect,verb,1632,切断する,接続を切る,
2520,sever,verb,1633,切断する,断つ,
2521,slice,verb,1633,薄く切る,スライスする,
2522,chop,verb,1634,切る,たたき切る,
2523,carve,verb,1634,彫る,切り分ける,
2524,engrave,verb,1635,彫る,刻む,
2525,inscribe,verb,1635,刻む,書き込む,
2526,etch,verb,1636,エッチングする,刻む,
2527,imprint,verb,1637,刻印する,印象づける,
2528,stamp,verb,1637,押す,スタンプを押す,
2529,label,verb,1638,ラベルを貼る,分類する,
2530,tag,verb,1638,札をつける,タグをつける,
2531,categorize,verb,1639,分類する,カテゴリー分けする,
2532,classify,verb,1639,分類する,機密扱いにする,
2533,arrange,verb,1640,配置する,手配する,
2534,organize,verb,1640,組織する,整理する,
2535,align,verb,1641,整列させる,提携する,
2536,coordinate,verb,1641,調整する,協調させる,
2537,synchronize,verb,1642,同期させる,同時に起こる,
2538,harmonize,verb,1642,調和させる,一致させる,
2539,reconcile,verb,1643,和解させる,調和させる,
2540,unify,verb,1644,統一する,一つにする,
2541,standardize,verb,1644,標準化する,規格化する,
2542,normalize,verb,1645,正常化する,標準化する,
2543,regulate,verb,1645,規制する,調整する,
2544,govern,verb,1646,統治する,支配する,
2545,reign,verb,1646,君臨する,支配する,
2546,dominate,verb,1647,支配する,優位に立つ,
2547,direct,verb,1647,指示する,監督する,
2548,pioneer,verb,1648,開拓する,先駆ける,
2549,initiate,verb,1648,開始する,始める,
2550,commence,verb,1649,開始する,始まる,
2551,launch,verb,1650,始める,発射する,
2552,embark,verb,1650,乗船する,着手する,
2553,dare,verb,1651,あえて~する,挑む,
2554,hazard,verb,1651,危険にさらす,思い切って言う,
2555,endanger,verb,1652,危険にさらす,脅かす,
2556,jeopardize,verb,1652,危うくする,危険にさらす,
2557,imperil,verb,1653,危険にさらす,危うくする,
2558,warn,verb,1653,警告する,忠告する,
2559,caution,verb,1654,注意する,警告する,
2560,alert,verb,1654,警告する,警報を出す,
2561,apprise,verb,1655,知らせる,通知する,
2562,acquaint,verb,1655,知らせる,精通させる,
2563,familiarize,verb,1656,精通させる,慣れさせる,
2564,accustom,verb,1657,慣れさせる,習慣づける,
2565,adapt,verb,1657,適応する,改造する,
2566,adjust,verb,1658,調整する,適応する,
2567,accommodate,verb,1658,収容する,適応させる,
2568,modify,verb,1659,修正する,変更する,
2569,alter,verb,1659,変える,改める,
2570,transform,verb,1660,変える,変形させる,
2571,convert,verb,1660,変換する,転換する,
2572,evolve,verb,1661,進化する,発展する,
2573,mature,verb,1661,成熟する,満期になる,
2574,ripen,verb,1662,熟す,成熟する,
2575,wither,verb,1663,しおれる,衰える,
2576,fade,verb,1663,色あせる,薄れる,
2577,vanish,verb,1664,消える,姿を消す,
2578,disappear,verb,1828,消える,見えなくなる,
2579,dissolve,verb,1829,溶ける,解散する,
2580,melt,verb,1829,溶ける,とろける,
2581,thaw,verb,1830,解ける,雪解けする,
2582,freeze,verb,1830,凍る,凍らせる,
2583,solidify,verb,1831,固める,固まる,
2584,harden,verb,1832,硬くする,硬くなる,
2585,stiffen,verb,1832,硬くする,こわばる,
2586,tighten,verb,1833,締める,きつくする,
2587,loosen,verb,1833,緩める,ほどく,
2588,relax,verb,1834,緩める,くつろぐ,
2589,ease,verb,1834,和らげる,楽にする,
2590,relieve,verb,1835,和らげる,安心させる,
2591,soothe,verb,1835,なだめる,和らげる,
2592,calm,verb,1836,静める,落ち着く,
2593,pacify,verb,1836,なだめる,鎮める,
2594,appease,verb,1837,なだめる,静める,
2595,placate,verb,1838,なだめる,慰撫する,
2596,conciliate,verb,1838,なだめる,調停する,
2597,mediate,verb,1839,仲介する,調停する,
2598,arbitrate,verb,1839,仲裁する,調停する,
2599,intervene,verb,1840,介入する,仲裁する,
2600,interfere,verb,1840,干渉する,妨げる,
2601,intrude,verb,1841,侵入する,押しつける,
2602,invade,verb,1841,侵入する,侵略する,
2603,penetrate,verb,1842,貫通する,浸透する,
2604,pierce,verb,1842,突き刺す,貫く,
2605,puncture,verb,1843,穴をあける,パンクさせる,
2606,perforate,verb,1843,穴をあける,貫通する,
2607,bore,verb,1844,穴をあける,退屈させる,
2608,excavate,verb,1845,掘る,発掘する,
2609,dig,verb,1845,掘る,調べる,
2610,burrow,verb,1846,穴を掘る,潜り込む,
2611,tunnel,verb,1846,トンネルを掘る,掘り進む,
2612,harvest,verb,1847,収穫する,刈り入れる,
2613,reap,verb,1847,刈る,収穫する,
2614,gather,verb,1848,集める,集まる,
2615,accumulate,verb,1848,蓄積する,たまる,
2616,amass,verb,1849,蓄積する,集める,
2617,hoard,verb,1849,ため込む,貯蔵する,
2618,stockpile,verb,1850,備蓄する,貯蔵する,
2619,compile,verb,1851,編集する,コンパイルする,
2620,assemble,verb,1851,組み立てる,集める,
2621,construct,verb,1852,建設する,組み立てる,
2622,erect,verb,1852,建てる,直立させる,
2623,establish,verb,1853,設立する,確立する,
2624,found,verb,1853,設立する,基礎を置く,
2625,institute,verb,1854,設立する,制定する,
2626,generate,verb,1854,生み出す,発生させる,
2627,fabricate,verb,1855,製作する,でっち上げる,
2628,forge,verb,1855,鍛造する,偽造する,
2629,counterfeit,verb,1856,偽造する,模造する,
2630,fake,verb,1856,偽造する,装う,
2631,imitate,verb,1857,模倣する,まねる,
2632,mimic,verb,1858,まねる,模倣する,
2633,replicate,verb,1858,複製する,再現する,
2634,duplicate,verb,1859,複製する,二重にする,
2635,reproduce,verb,1859,再現する,繁殖する,
2636,multiply,verb,1860,増やす,掛ける,
2637,triple,verb,1860,3倍にする,3倍になる,
2638,quadruple,verb,1861,4倍にする,4倍になる,
2639,exaggerate,verb,1861,誇張する,大げさに言う,
2640,overstate,verb,1862,誇張する,大げさに述べる,
2641,understate,verb,1862,控えめに言う,過小評価する,
2642,minimize,verb,1863,最小限にする,過小評価する,
2643,maximize,verb,1864,最大限にする,最大化する,
2644,optimize,verb,1864,最適化する,最善を尽くす,
2645,utilize,verb,1865,利用する,活用する,
2646,capitalize,verb,1865,利用する,資本化する,
2647,leverage,verb,1866,てこ入れする,活用する,
2648,harness,verb,1866,利用する,馬具をつける,
2649,employ,verb,1867,雇う,使う,
2650,recruit,verb,1867,採用する,新兵を募る,
2651,hire,verb,1868,雇う,借りる,
2652,nominate,verb,1868,指名する,推薦する,
2653,elect,verb,1869,選出する,選ぶ,
2654,select,verb,1869,選択する,選ぶ,
2655,opt,verb,1870,選択する,選ぶ,
2656,prefer,verb,1871,好む,むしろ~したい,
2657,embrace,verb,1871,抱きしめる,受け入れる,
2658,adopt,verb,1872,採用する,養子にする,
2659,espouse,verb,1872,支持する,信奉する,
2660,advocate,verb,1873,提唱する,主張する,
2661,promote,verb,1873,促進する,昇進させる,
2662,foster,verb,1874,育成する,促進する,
2663,stimulate,verb,1874,刺激する,活性化する,
2664,motivate,verb,1875,動機づける,やる気を起こさせる,
2665,inspire,verb,1875,鼓舞する,着想を与える,
2666,encourage,verb,1876,励ます,促す,
2667,urge,verb,1877,促す,駆り立てる,
2668,prompt,verb,1877,促す,促進する,
2669,spur,verb,1878,駆り立てる,刺激する,
2670,provoke,verb,1885,引き起こす,挑発する,
2671,incite,verb,1886,扇動する,そそのかす,
2672,instigate,verb,1887,扇動する,そそのかす,
2673,trigger,verb,1887,引き起こす,作動させる,
2674,kindle,verb,1888,火をつける,燃え立たせる,
2675,ignite,verb,1888,点火する,着火する,
2676,inflame,verb,1889,燃え上がらせる,激怒させる,
2677,enrage,verb,1890,激怒させる,怒らせる,
2678,infuriate,verb,1890,激怒させる,怒り狂わせる,
2679,aggravate,verb,1891,悪化させる,いらいらさせる,
2680,irritate,verb,1891,いらいらさせる,刺激する,
2681,annoy,verb,1892,いらいらさせる,困らせる,
2682,bother,verb,1892,悩ます,面倒をかける,
2683,disturb,verb,1893,邪魔する,乱す,
2684,disrupt,verb,1893,混乱させる,中断する,
2685,interrupt,verb,1894,中断する,遮る,
2686,obstruct,verb,1894,妨げる,ふさぐ,
2687,hinder,verb,1895,妨げる,邪魔する,
2688,impede,verb,1895,妨げる,遅らせる,
2689,hamper,verb,1896,妨げる,束縛する,
2690,inhibit,verb,1897,抑制する,妨げる,
2691,suppress,verb,1897,抑圧する,抑える,
2692,repress,verb,1898,抑圧する,抑える,
2693,stifle,verb,1898,窒息させる,抑圧する,
2694,smother,verb,1899,窒息させる,覆い隠す,
2695,suffocate,verb,1899,窒息させる,息苦しくさせる,
2696,choke,verb,1900,窒息させる,ふさぐ,
2697,strangle,verb,1900,絞殺する,抑圧する,
2698,throttle,verb,1901,絞め殺す,抑制する,
2699,compress,verb,1901,圧縮する,圧搾する,
2700,condense,verb,1902,凝縮する,要約する,
2701,concentrate,verb,1903,集中する,濃縮する,
2702,converge,verb,1903,収束する,集まる,
2703,congregate,verb,1904,集まる,集合する,
2704,convene,verb,1904,召集する,集まる,
2705,muster,verb,1905,召集する,奮い起こす,
2706,mobilize,verb,1905,動員する,組織する,
2707,coalesce,verb,1906,合体する,結合する,
2708,fuse,verb,1906,融合する,溶ける,
2709,mingle,verb,1907,混ざる,交わる,
2710,intermingle,verb,1907,混ぜ合わせる,混じり合う,
2711,intermix,verb,1908,混ぜ合わせる,混合する,
2712,commingle,verb,1908,混ぜ合わせる,混じり合う,
2713,amalgamate,verb,1909,合併する,混合する,
2714,embed,verb,1910,埋め込む,組み込む,
2715,implant,verb,1910,埋め込む,植え付ける,
2716,instill,verb,1911,植え付ける,教え込む,
2717,inculcate,verb,1911,教え込む,吹き込む,
2718,indoctrinate,verb,1912,教え込む,吹き込む,
2719,brainwash,verb,1912,洗脳する,,
2720,abuse,verb,1913,虐待する,乱用する,
2721,misuse,verb,1913,誤用する,悪用する,
2722,pervert,verb,1914,曲げる,堕落させる,
2723,distort,verb,1915,歪める,ゆがめる,
2724,twist,verb,1916,ねじる,曲げる,
2725,warp,verb,1916,ゆがめる,反らせる,
2726,bend,verb,1917,曲げる,屈する,
2727,stoop,verb,1917,かがむ,身をかがめる,
2728,crouch,verb,1918,しゃがむ,うずくまる,
2729,squat,verb,1918,しゃがむ,不法占拠する,
2730,kneel,verb,1919,ひざまずく,,
2731,crawl,verb,1919,はう,徐行する,
2732,creep,verb,1920,這う,忍び寄る,
2733,slither,verb,1920,滑るように進む,すべる,
2734,wiggle,verb,1921,くねくね動く,揺らす,
2735,wriggle,verb,1921,くねくねと動く,身をよじる,
2736,squirm,verb,1922,身をよじる,もがく,
2737,writhe,verb,1923,身をよじる,苦しむ,
2738,coil,verb,1923,巻きつける,渦を巻く,
2739,wrap,verb,1924,包む,巻きつける,
2740,envelop,verb,1924,包む,覆う,
2741,shroud,verb,1925,覆う,包む,
2742,cloak,verb,1925,覆い隠す,マントを着せる,
2743,veil,verb,1926,ベールで覆う,隠す,
2744,conceal,verb,1926,隠す,秘密にする,
2745,hide,verb,1927,隠す,隠れる,
2746,obscure,verb,1927,隠す,不明瞭にする,
2747,mask,verb,1928,隠す,覆う,
2748,camouflage,verb,1929,偽装する,カムフラージュする,
2749,disguise,verb,1929,変装させる,偽る,
2750,bury,verb,1930,埋める,葬る,
2751,inter,verb,1930,埋葬する,葬る,
2752,entomb,verb,1931,埋葬する,閉じ込める,
2753,immerse,verb,1931,浸す,没頭させる,
2754,submerge,verb,1932,水中に沈める,水没させる,
2755,plunge,verb,1932,突っ込む,飛び込む,
2756,dip,verb,1933,浸す,下がる,
2757,soak,verb,1933,浸す,しみ込む,
2758,drench,verb,1934,びしょぬれにする,浸す,
2759,saturate,verb,1934,飽和させる,しみ込ませる,
2760,permeate,verb,1935,浸透する,広がる,
2761,pervade,verb,1936,行き渡る,浸透する,
2762,infuse,verb,1936,注ぎ込む,染み込ませる,
2763,inject,verb,1937,注入する,注射する,
2764,inoculate,verb,1937,予防接種する,植え付ける,
2765,vaccinate,verb,1938,ワクチン接種する,予防接種する,
2766,immunize,verb,1938,免疫をつける,保護する,
2767,harbor,verb,1939,かくまう,抱く,
2768,lodge,verb,1939,宿泊させる,提出する,
2769,dwell,verb,1940,住む,とどまる,
2770,reside,verb,1940,住む,存在する,
2771,inhabit,verb,1941,住む,生息する,
2772,occupy,verb,1942,占める,占領する,
2773,possess,verb,1942,所有する,取りつく,
2774,grasp,verb,1943,つかむ,理解する,
2775,grip,verb,1943,握る,とらえる,
2776,clutch,verb,1944,つかむ,しがみつく,
2777,clasp,verb,1944,しっかり握る,留め金で留める,
2778,clench,verb,1945,握り締める,食いしばる,
2779,clinch,verb,1945,確定する,しっかりつかむ,
2780,seize,verb,1946,つかむ,押収する,
2781,grab,verb,1946,つかむ,ひったくる,
2782,snatch,verb,1947,ひったくる,つかみ取る,
2783,wrest,verb,1947,もぎ取る,ねじり取る,
2784,wrench,verb,1948,ねじり取る,ねじる,
2785,yank,verb,1949,ぐいと引く,引っ張る,
2786,jerk,verb,1949,急に引く,ぐいと動かす,
2787,tug,verb,1950,引っ張る,引く,
2788,haul,verb,1950,引っ張る,運ぶ,
2789,drag,verb,1951,引きずる,引っ張る,
2790,tow,verb,1951,引く,牽引する,
2791,lug,verb,1952,引きずる,運ぶ,
2792,heave,verb,1952,持ち上げる,投げる,
2793,hoist,verb,1953,持ち上げる,巻き上げる,
2794,lift,verb,1953,持ち上げる,解除する,
2795,elevate,verb,1954,上げる,高める,
2796,boost,verb,1955,押し上げる,高める,
2797,propel,verb,1955,推進する,駆り立てる,
2798,thrust,verb,1956,押す,突く,
2799,shove,verb,1956,押す,押しのける,
2800,nudge,verb,1957,軽く押す,そっと動かす,
2801,poke,verb,1957,突く,つつく,
2802,prod,verb,1958,突く,駆り立てる,
2803,jab,verb,1958,突く,突き刺す,
2804,stab,verb,1959,刺す,突き刺す,
2805,infiltrate,verb,1959,潜入する,浸透する,
2806,diffuse,verb,1960,拡散する,広める,
2807,disperse,verb,1960,分散させる,散らす,
2808,strew,verb,1961,まき散らす,点在させる,
2809,sprinkle,verb,1962,振りかける,まく,
2810,spatter,verb,1962,はね散らす,まき散らす,
2811,splash,verb,1963,はねかける,水しぶきを上げる,
2812,splatter,verb,1963,はね散らす,ぴしゃぴしゃ音を立てる,
2813,spill,verb,1964,こぼす,流出する,
2814,overflow,verb,1964,あふれる,あふれ出る,
2815,inundate,verb,1965,氾濫させる,殺到する,
2816,deluge,verb,1965,大洪水になる,殺到させる,
2817,douse,verb,1966,水をかける,消す,
2818,quench,verb,1966,消す,満たす,
2819,extinguish,verb,1967,消す,絶滅させる,
2820,abolish,verb,1968,廃止する,撤廃する,
2821,eliminate,verb,1968,除去する,排除する,
2822,eradicate,verb,1969,根絶する,撲滅する,
2823,annihilate,verb,1969,全滅させる,壊滅させる,
2824,obliterate,verb,1970,抹消する,破壊する,
2825,erase,verb,1970,消す,削除する,
2826,delete,verb,1971,削除する,消去する,
2827,remove,verb,1971,取り除く,除去する,
2828,withdraw,verb,1972,撤回する,引き出す,
2829,retract,verb,1972,撤回する,引っ込める,
2830,revoke,verb,1973,取り消す,撤回する,
2831,rescind,verb,1973,取り消す,廃止する,
2832,repeal,verb,1974,廃止する,撤廃する,
2833,cancel,verb,1975,取り消す,中止する,
2834,annul,verb,1975,無効にする,取り消す,
2835,nullify,verb,1976,無効にする,打ち消す,
2836,void,verb,1976,無効にする,空にする,
2837,invalidate,verb,1977,無効にする,無効と判断する,
2838,negate,verb,1977,否定する,無効にする,
2839,deny,verb,1978,否定する,拒否する,
2840,refute,verb,1978,論駁する,否定する,
2841,rebut,verb,1979,反駁する,論破する,
2842,contradict,verb,1990,矛盾する,反対する,
2843,suspect,verb,1991,疑う,思う,
2844,mistrust,verb,1991,信用しない,不信に思う,
2845,distrust,verb,1992,信用しない,疑う,
2846,disbelieve,verb,1992,信じない,疑う,
2847,discredit,verb,1993,信用を傷つける,疑う,
2848,humiliate,verb,1994,屈辱を与える,恥をかかせる,
2849,embarrass,verb,1994,当惑させる,困らせる,
2850,abash,verb,1995,恥じ入らせる,当惑させる,
2851,confound,verb,1995,困惑させる,混同する,
2852,perplex,verb,1996,当惑させる,困らせる,
2853,puzzle,verb,1996,困らせる,当惑させる,
2854,bewilder,verb,1997,当惑させる,途方に暮れさせる,
2855,baffle,verb,1997,困惑させる,挫折させる,
2856,mystify,verb,1998,神秘化する,当惑させる,
2857,confuse,verb,1998,混乱させる,当惑させる,
2858,muddle,verb,1999,混乱させる,ごちゃ混ぜにする,
2859,jumble,verb,2000,ごちゃ混ぜにする,乱す,
2860,scramble,verb,2001,かき混ぜる,急いで行く,
2861,shuffle,verb,2001,混ぜる,足を引きずって歩く,
2862,weld,verb,2002,溶接する,結合させる,
2863,solder,verb,2128,はんだ付けする,結合する,
2864,cement,verb,2130,接合する,固める,
2865,bond,verb,2131,結合する,接着する,
2866,adhere,verb,2131,固守する,付着する,
2867,stick,verb,2132,くっつく,突き刺す,
2868,cling,verb,2132,しがみつく,くっつく,
2869,hug,verb,2133,抱きしめる,抱擁する,
2870,cuddle,verb,2133,抱きしめる,寄り添う,
2871,nestle,verb,2134,寄り添う,心地よく落ち着く,
2872,snuggle,verb,2134,寄り添う,すり寄る,
2873,caress,verb,2135,愛撫する,なでる,
2874,stroke,verb,2135,なでる,こぐ,
2875,pet,verb,2136,なでる,愛撫する,
2876,fondle,verb,2136,愛撫する,なでる,
2877,pamper,verb,2137,甘やかす,もてなす,
2878,indulge,verb,2138,甘やかす,ふける,
2879,coddle,verb,2138,甘やかす,大事にする,
2880,mollycoddle,verb,2139,甘やかす,過保護にする,
2881,cherish,verb,2139,大切にする,愛する,
2882,appreciate,verb,2140,感謝する,評価する,
2883,revere,verb,2140,崇敬する,敬う,
2884,venerate,verb,2141,崇拝する,尊ぶ,
2885,adore,verb,2141,崇拝する,敬愛する,
2886,idolize,verb,2142,偶像化する,崇拝する,
2887,glorify,verb,2142,称賛する,美化する,
2888,exalt,verb,2143,称賛する,高める,
2889,extol,verb,2144,賞賛する,ほめたたえる,
2890,laud,verb,2144,称賛する,賛美する,
2891,acclaim,verb,2145,称賛する,歓呼する,
2892,applaud,verb,2145,拍手する,称賛する,
2893,commend,verb,2146,称賛する,推薦する,
2894,flatter,verb,2146,お世辞を言う,喜ばせる,
2895,congratulate,verb,2147,祝う,祝辞を述べる,
2896,celebrate,verb,2147,祝う,称賛する,
