word,pattern_number,sentence_en,sentence_ja,choice_1,choice_2,choice_3,choice_4,correct_choice_index,feedback_1,feedback_2,feedback_3,feedback_4,tags,usage_scene,embedding_text
abandon,1,The crew had to <u>abandon</u> the sinking ship immediately.,乗組員は沈没する船をすぐに放棄しなければならなかった。,放棄する,固定する,修理する,引き返す,1,「放棄する」が正解です。abandon は「危険や困難な状況で何かを諦めて去る」という意味で、沈没船という緊急事態に最適です。共通テストや模試では、abandon は「危険だから捨てる」イメージでよく出ます。語源はフランス語の à bandon（自由にする）から来ています。,「固定する」に対応する英語は secure / fasten などで、船を安定させる行為を表します。abandon は船を去ることなので、意味が正反対になり不正解です。,「修理する」に対応する英語は repair / fix などで、船を直す行為を表します。しかし immediately（すぐに）という緊急性から、沈没中の船を修理する時間はないため不自然です。,「引き返す」は英語では return / turn back で、元の場所に戻ることを表します。沈没船からは脱出が必要であり、戻ることはありえないため不正解です。,action;emergency;movement;formal,emergency situation at sea,abandon : The crew had to abandon the sinking ship immediately. / 乗組員は沈没する船をすぐに放棄しなければならなかった。 / 正解: 放棄する / tags: action;emergency;movement;formal / scene: emergency situation at sea
abandon,2,The family decided to <u>abandon</u> their old house in the countryside.,その家族は田舎の古い家を手放すことに決めた。,手放す,修理する,購入する,賃貸する,1,「手放す」が正解です。abandon は「必要がなくなった、または維持できなくなったものを諦めて去る」という意味で、古い家を処分する状況に適しています。入試では「見捨てる」「放棄する」という訳で頻出し、give up よりも「完全に離れる」ニュアンスが強い点に注意しましょう。,「修理する」は英語では repair / fix で、建物を直す行為を表します。abandon は逆に「離れる・捨てる」という意味なので不正解です。,「購入する」は英語では buy / purchase で、所有権を得る行為を表します。abandon は所有を手放す行為なので真逆になります。,「賃貸する」は英語では rent (out) で、他人に貸す行為を表します。abandon は完全に手放すことを意味するため、貸すという選択肢とは異なります。,daily_life,action,decision,formal,family discussion about property,abandon : The family decided to abandon their old house in the countryside. / その家族は田舎の古い家を手放すことに決めた。 / 正解: 手放す / tags: daily_life,action,decision,formal / scene: family discussion about property
abbreviate,2,Writers often <u>abbreviate</u> long technical terms to make the text more readable.,筆者は長い専門用語をしばしば短縮して、テキストをより読みやすくする。,短縮する,拡張する,翻訳する,削除する,1,「短縮する」が正解です。abbreviate は「語句を短くする、省略する」という意味で、long technical terms を短い形にすることを表現します。to make the text more readable という目的と論理的につながり、学術・技術文書で重要な editing technique です。,「拡張する」は英語では expand / elongate で、長くすることを表します。to make more readable（より読みやすくする）という目的のためには、long terms は短くする方が自然です。expand is lengthen、abbreviate is shorten です。,「翻訳する」は英語では translate で、言語を変換することを表します。abbreviate は同じ言語内での短縮なので、translate とは異なります。translate is language conversion、abbreviate is length reduction です。,「削除する」は英語では delete / remove で、完全に取り除くことを表します。abbreviate は短縮して残すことなので、完全に消す delete とは異なります。delete is eliminate、abbreviate is shorten です。,academic,formal,action,communication,academic or technical writing,abbreviate : Writers often abbreviate long technical terms to make the text more readable. / 筆者は長い専門用語をしばしば短縮して、テキストをより読みやすくする。 / 正解: 短縮する / tags: academic,formal,action,communication / scene: academic or technical writing
abbreviate,3,Please <u>abbreviate</u> the company name when filling out this form.,この書類に記入する際は、会社名を省略してください。,省略する,記載する,変更する,確認する,1,「省略する」が正解です。abbreviate は「短く書く、略記する」という意味で、when filling out this form という書類作成の文脈で典型的に使われます。ビジネス文書や公的書類で頻出の実用的な指示表現です。,「記載する」は英語では write / fill in で、書き込むことを表します。abbreviate は specifically「短く書く」ことを意味するため、一般的な記載とは異なります。write is general、abbreviate is specific (shortened) です。,「変更する」は英語では change / modify で、内容を変えることを表します。abbreviate は length を変える specific type of modification なので、一般的な change とは異なります。change is alteration、abbreviate is shortening です。,「確認する」は英語では verify / check で、正しいか調べることを表します。when filling out という作成の文脈では、確認ではなく短縮が求められています。verify is validation、abbreviate is shortening です。,business,formal,action,communication,business form or document instruction,abbreviate : Please abbreviate the company name when filling out this form. / この書類に記入する際は、会社名を省略してください。 / 正解: 省略する / tags: business,formal,action,communication / scene: business form or document instruction
abbreviate,4,Please <u>abbreviate</u> this document for the summary report.,要約レポート用にこの文書を短縮してください。,短縮する,拡大する,翻訳する,削除する,1,「短縮する」が正解です。abbreviate は「短くする、要約する」という意味で、for the summary report という目的と論理的につながります。,「拡大する」は英語では expand / enlarge で、大きくする行為を表します。abbreviate は逆に「短くする」ことなので矛盾します。,「翻訳する」は英語では translate で、別の言語に変える行為を表します。abbreviate は長さを変えることなので異なります。,「削除する」は英語では delete で、完全に消す行為を表します。abbreviate は短くしつつ残すので、完全削除とは異なります。,business;communication;action;formal,office work instruction,abbreviate : Please abbreviate this document for the summary report. / 要約レポート用にこの文書を短縮してください。 / 正解: 短縮する / tags: business;communication;action;formal / scene: office work instruction
abbreviate,5,"In text messages, people commonly <u>abbreviate</u> words to save time and space.",テキストメッセージでは、人々は時間とスペースを節約するために単語をよく短縮する。,短縮する,綴る,発音する,強調する,1,"「短縮する」が正解です。abbreviate は「語を短い形にする」という意味で、to save time and space という目的と論理的につながります。デジタルコミュニケーションの文脈で現代的に重要な表現です。LOL, BTW などがその例です。",「綴る」は英語では spell で、文字を正しく並べることを表します。abbreviate は specifically短縮することなので、一般的な spelling とは異なります。spell is correct writing、abbreviate is shortening です。,「発音する」は英語では pronounce で、音を出すことを表します。text messages という written communication の文脈では、発音は関係ありません。pronounce is oral、abbreviate is written です。,「強調する」は英語では emphasize で、重要性を示すことを表します。to save time and space という効率化の目的とは合いません。emphasize is highlighting、abbreviate is shortening です。,communication,daily_life,technology,action,digital communication or texting,abbreviate : In text messages, people commonly abbreviate words to save time and space. / テキストメッセージでは、人々は時間とスペースを節約するために単語をよく短縮する。 / 正解: 短縮する / tags: communication,daily_life,technology,action / scene: digital communication or texting
abbreviate,6,The professor asked students not to <u>abbreviate</u> key concepts in their essays.,その教授は学生たちに、エッセイで重要な概念を省略しないよう求めた。,省略する,説明する,引用する,議論する,1,「省略する」が正解です。abbreviate は「短縮形で書く」という意味で、not to abbreviate は「略さないように」という指示を表現します。key concepts を完全な形で書くべきという academic writing の指導として重要です。,「説明する」は英語では explain で、詳しく述べることを表します。not to explain は「説明するな」となり、key concepts という重要事項の文脈では不自然です。explain is elaborate、abbreviate is shorten です。,「引用する」は英語では quote / cite で、他者の言葉を使うことを表します。abbreviate は shortening であり、citing とは無関係です。quote is attribution、abbreviate is condensation です。,「議論する」は英語では discuss で、論じることを表します。not to discuss key concepts は「重要概念を論じるな」となり、essay の目的と矛盾します。discuss is analyze、abbreviate is shorten です。,academic,education,formal,communication,academic writing instruction,abbreviate : The professor asked students not to abbreviate key concepts in their essays. / その教授は学生たちに、エッセイで重要な概念を省略しないよう求めた。 / 正解: 省略する / tags: academic,education,formal,communication / scene: academic writing instruction
abbreviate,7,We often <u>abbreviate</u> long technical terms in casual conversation.,私たちは日常会話で長い専門用語をよく省略する。,省略する,使用する,説明する,理解する,1,「省略する」が正解です。abbreviate は「短縮する、略す」という意味で、long technical terms と in casual conversation という文脈が論理的です。,「使用する」は英語では use で、用いる行為を表します。abbreviate は形を変えることなので、単に使うこととは異なります。,「説明する」は英語では explain で、意味を述べる行為を表します。abbreviate は短くすることなので、詳しく説明するとは逆です。,「理解する」は英語では understand で、意味を把握する行為を表します。abbreviate は形を変える行為なので、理解とは異なります。,communication;daily_life;action;informal,casual conversation about technical terms,abbreviate : We often abbreviate long technical terms in casual conversation. / 私たちは日常会話で長い専門用語をよく省略する。 / 正解: 省略する / tags: communication;daily_life;action;informal / scene: casual conversation about technical terms
abbreviate,8,Military communications frequently <u>abbreviate</u> commands to ensure quick transmission.,軍事通信では、迅速な伝達を確保するために命令をしばしば短縮する。,短縮する,暗号化する,繰り返す,記録する,1,「短縮する」が正解です。abbreviate は「短い形にする」という意味で、to ensure quick transmission という速度の目的と論理的につながります。軍事・緊急通信では brevity（簡潔さ）が critical で、この文脈で重要な表現です。,「暗号化する」は英語では encrypt で、秘密にするためにコード化することを表します。abbreviate は shortening であり、encryption（セキュリティ目的）とは異なります。encrypt is security measure、abbreviate is efficiency measure です。,「繰り返す」は英語では repeat で、同じことを再び言うことを表します。to ensure quick transmission という速度重視の文脈では、繰り返しは逆効果です。repeat is redundancy、abbreviate is brevity です。,「記録する」は英語では record で、保存することを表します。abbreviate は shortening the form であり、recording（保存）とは別の行為です。record is preserve、abbreviate is shorten です。,military,communication,formal,action,military operations or emergency communication,abbreviate : Military communications frequently abbreviate commands to ensure quick transmission. / 軍事通信では、迅速な伝達を確保するために命令をしばしば短縮する。 / 正解: 短縮する / tags: military,communication,formal,action / scene: military operations or emergency communication
abbreviate,9,The author decided to <u>abbreviate</u> repetitive phrases in the final draft.,その著者は最終稿で、繰り返し使われる表現を短縮することに決めた。,短縮する,拡張する,削除する,強調する,1,「短縮する」が正解です。abbreviate は「短い形にする」という意味で、repetitive phrases（繰り返し表現）を簡潔にする editing decision を表現します。final draft という推敲段階での editing technique として重要です。,「拡張する」は英語では expand で、長くすることを表します。repetitive（繰り返しの）という redundancy を解消するには、短縮が自然です。expand is lengthen、abbreviate is shorten です。,「削除する」は英語では delete / remove で、完全に取り除くことを表します。abbreviate は shortened form で残すことなので、完全削除の delete とは異なります。delete is eliminate、abbreviate is condense です。,「強調する」は英語では emphasize で、目立たせることを表します。repetitive phrases を強調することは通常 editing の目的ではありません。emphasize is highlight、abbreviate is shorten です。,literature,formal,action,creative,editing or writing process,abbreviate : The author decided to abbreviate repetitive phrases in the final draft. / その著者は最終稿で、繰り返し使われる表現を短縮することに決めた。 / 正解: 短縮する / tags: literature,formal,action,creative / scene: editing or writing process
abbreviate,10,International organizations typically <u>abbreviate</u> their names for easier recognition.,国際機関は通常、認知しやすくするために名前を略記する。,略記する,翻訳する,登録する,公表する,1,"「略記する」が正解です。abbreviate は「短縮形で表記する」という意味で、for easier recognition という識別の目的と論理的につながります。WHO, NATO, UNESCO などの acronyms がその例で、国際関係の文脈で重要です。",「翻訳する」は英語では translate で、言語を変換することを表します。abbreviate は same language での shortening なので、translation とは異なります。translate is language change、abbreviate is form change です。,「登録する」は英語では register で、正式に記録することを表します。abbreviate は naming format の問題であり、registration（法的手続き）とは別です。register is legal process、abbreviate is naming convention です。,「公表する」は英語では announce / publicize で、広く知らせることを表します。abbreviate は name の形式の問題であり、announcement（発表行為）とは異なります。publicize is disseminate、abbreviate is shorten です。,politics,communication,formal,action,international relations or branding,abbreviate : International organizations typically abbreviate their names for easier recognition. / 国際機関は通常、認知しやすくするために名前を略記する。 / 正解: 略記する / tags: politics,communication,formal,action / scene: international relations or branding
abdication,1,The king's <u>abdication</u> shocked the entire nation.,国王の退位は国全体に衝撃を与えた。,退位,即位,統治,宣言,1,「退位」が正解です。abdication は「退位、王位の放棄」という意味で、king's abdication は「国王の退位」という歴史・政治用語です。shocked the entire nation（国全体に衝撃を与えた）という重大な出来事であることが読み取れます。試験では abdicate the throne（王位を退く）という動詞形でも出題されます。歴史的には英国エドワード8世の退位が有名です。,「即位」は英語では accession / coronation で、王位に就くことを表します。abdication は王位を去ることなので、意味が正反対で不正解です。,「統治」は英語では reign / rule で、王として国を治めることを表します。abdication は統治を終えることなので、行為の継続・終了が逆で不正解です。,「宣言」は英語では declaration / proclamation で、公式に何かを表明することを表します。abdication は退位という行為そのものであり、単なる言葉の表明ではないため不正解です。ただし abdication には declaration の要素も含まれるため、やや紛らわしい選択肢です。,politics;formal;action;abstract,historical or political news,abdication : The king's abdication shocked the entire nation. / 国王の退位は国全体に衝撃を与えた。 / 正解: 退位 / tags: politics;formal;action;abstract / scene: historical or political news
abdication,2,The king's <u>abdication</u> shocked the entire nation and caused political uncertainty.,その王の退位は国全体に衝撃を与え、政治的不安定性を引き起こした。,退位,即位,訪問,演説,1,「退位」が正解です。abdication は「君主が王位を放棄すること、退位」という意味で、shocked the nation という重大な出来事として論理的です。歴史・政治の文脈で重要な専門用語で、Edward VIII の abdication などが有名な例です。,「即位」は英語では accession / coronation で、王位に就くことを表します。abdication は王位を去ることなので、即位とは正反対です。accession is assuming throne、abdication is relinquishing throne です。,「訪問」は英語では visit で、場所を訪れることを表します。shocked the nation という重大性や political uncertainty という結果とは釣り合いません。visit is travel、abdication is relinquishment of power です。,「演説」は英語では speech で、公に話すことを表します。caused political uncertainty という深刻な結果をもたらすのは、speech ではなく power transfer（権力移譲）です。speech is address、abdication is renunciation です。,politics,history,formal,action,royal or political crisis,abdication : The king's abdication shocked the entire nation and caused political uncertainty. / その王の退位は国全体に衝撃を与え、政治的不安定性を引き起こした。 / 正解: 退位 / tags: politics,history,formal,action / scene: royal or political crisis
abdication,3,Critics viewed the CEO's sudden resignation as an <u>abdication</u> of responsibility.,批評家たちは、その CEO の突然の辞任を責任の放棄と見なした。,責任の放棄,責任の遂行,責任の移譲,責任の共有,1,「責任の放棄」が正解です。abdication of responsibility は「責任を投げ出すこと」という比喩的な用法で、viewed as という negative評価と論理的につながります。ビジネス倫理の文脈で重要な批判的表現です。,「責任の遂行」は英語では fulfillment of responsibility で、義務を果たすことを表します。abdication は abandonment なので、fulfillment とは正反対です。fulfillment is executing、abdication is abandoning です。,「責任の移譲」は英語では delegation of responsibility で、他者に任せることを表します。abdication は無責任な abandonment であり、planned delegation とは異なります。delegation is transfer、abdication is desertion です。,「責任の共有」は英語では sharing of responsibility で、分担することを表します。abdication は complete abandonment なので、sharing という cooperative act とは異なります。sharing is distribution、abdication is relinquishment です。,business,formal,moral,abstract,corporate leadership criticism,abdication : Critics viewed the CEO's sudden resignation as an abdication of responsibility. / 批評家たちは、その CEO の突然の辞任を責任の放棄と見なした。 / 正解: 責任の放棄 / tags: business,formal,moral,abstract / scene: corporate leadership criticism
abdication,4,The emperor's <u>abdication</u> in favor of his son was announced in a formal ceremony.,その皇帝による息子への譲位が正式な儀式で発表された。,譲位,任命,承認,拒否,1,「譲位」が正解です。abdication in favor of は「〜に譲る形での退位、譲位」という意味で、formal ceremony という公式行事と論理的につながります。皇室・王室の継承システムで重要な専門用語です。,「任命」は英語では appointment で、役職に就けることを表します。abdication は relinquishing power なので、granting power の appointment とは逆です。appointment is conferring、abdication is renouncing です。,「承認」は英語では approval で、認めることを表します。abdication は act of giving up power であり、approval（許可）とは異なる概念です。approval is consent、abdication is renunciation です。,「拒否」は英語では refusal / rejection で、断ることを表します。in favor of his son という継承の文脈では、拒否ではなく譲渡が行われています。refusal is denial、abdication is voluntary relinquishment です。,politics,history,formal,action,imperial succession ceremony,abdication : The emperor's abdication in favor of his son was announced in a formal ceremony. / その皇帝による息子への譲位が正式な儀式で発表された。 / 正解: 譲位 / tags: politics,history,formal,action / scene: imperial succession ceremony
abdication,5,The government's failure to act was seen as an <u>abdication</u> of its duty to protect citizens.,政府の不作為は、市民を保護する義務の放棄と見なされた。,義務の放棄,義務の履行,義務の拡大,義務の確認,1,「義務の放棄」が正解です。abdication of duty は「義務を投げ出すこと」という比喩的表現で、failure to act という不作為と論理的につながります。政治批判や行政責任論で重要な概念です。,「義務の履行」は英語では fulfillment of duty で、責任を果たすことを表します。failure to act という不作為とは矛盾します。fulfillment is execution、abdication is abandonment です。,「義務の拡大」は英語では expansion of duty で、責任範囲を広げることを表します。was seen as という negative evaluation の文脈では不自然です。expansion is增加、abdication is relinquishment です。,「義務の確認」は英語では confirmation of duty で、責任を認識することを表します。failure to act という inaction とは結びつきません。confirmation is acknowledgment、abdication is desertion です。,politics,formal,moral,abstract,government accountability debate,abdication : The government's failure to act was seen as an abdication of its duty to protect citizens. / 政府の不作為は、市民を保護する義務の放棄と見なされた。 / 正解: 義務の放棄 / tags: politics,formal,moral,abstract / scene: government accountability debate
abdication,6,The queen's <u>abdication</u> speech emphasized her desire for a peaceful transition of power.,その女王の退位演説は、平和的な権力移譲への彼女の願いを強調した。,退位,即位,訪問,就任,1,「退位」が正解です。abdication speech は「退位演説」という固定表現で、peaceful transition of power という継承の文脈と論理的につながります。歴史的な君主制イベントで重要な表現です。,「即位」は英語では accession で、王位に就くことを表します。transition of power（権力移譲）という文脈では、giving up power の abdication が適切です。accession is ascending、abdication is descending です。,「訪問」は英語では visit で、場所を訪れることを表します。transition of power という政治的重要性とは釣り合いません。visit is travel、abdication is power relinquishment です。,「就任」は英語では inauguration で、役職に就くことを表します。abdication は leaving office なので、taking office の inauguration とは逆です。inauguration is assuming、abdication is resigning です。,politics,history,formal,communication,royal abdication event,abdication : The queen's abdication speech emphasized her desire for a peaceful transition of power. / その女王の退位演説は、平和的な権力移譲への彼女の願いを強調した。 / 正解: 退位 / tags: politics,history,formal,communication / scene: royal abdication event
abdication,7,Many historians regard the leader's decision as a forced <u>abdication</u> rather than voluntary retirement.,多くの歴史家は、その指導者の決断を自発的な引退ではなく強制的な退位と見なしている。,退位,昇進,任命,勝利,1,「退位」が正解です。forced abdication は「強制的な退位」という意味で、rather than voluntary retirement という対比と論理的につながります。歴史分析や政治学で重要な概念で、権力闘争の結果を示します。,「昇進」は英語では promotion で、地位が上がることを表します。forced という強制や retirement という引退の文脈とは矛盾します。promotion is advancement、abdication is relinquishment です。,「任命」は英語では appointment で、役職に就けることを表します。abdication は leaving power なので、gaining power の appointment とは逆です。appointment is conferring、abdication is renouncing です。,「勝利」は英語では victory で、勝つことを表します。forced という強制や rather than retirement という文脈とは合いません。victory is winning、abdication is giving up です。,history,politics,formal,abstract,historical analysis or political science,abdication : Many historians regard the leader's decision as a forced abdication rather than voluntary retirement. / 多くの歴史家は、その指導者の決断を自発的な引退ではなく強制的な退位と見なしている。 / 正解: 退位 / tags: history,politics,formal,abstract / scene: historical analysis or political science
abdication,8,The prime minister's <u>abdication</u> of leadership during the crisis disappointed many supporters.,危機の最中におけるその首相の指導力放棄は、多くの支持者を失望させた。,指導力放棄,指導力発揮,指導力強化,指導力継承,1,「指導力放棄」が正解です。abdication of leadership は「リーダーシップを投げ出すこと」という比喩的表現で、during the crisis という critical moment と disappointed という negative reaction が論理的につながります。政治批判で重要な表現です。,「指導力発揮」は英語では demonstration of leadership で、能力を示すことを表します。disappointed supporters という negative outcome とは矛盾します。demonstration is showing、abdication is abandoning です。,「指導力強化」は英語では strengthening of leadership で、能力を高めることを表します。abdication は weakening / abandonment なので逆です。strengthening is enhancing、abdication is relinquishing です。,「指導力継承」は英語では succession of leadership で、引き継ぐことを表します。abdication は abandonment であり、planned succession とは異なります。succession is transfer、abdication is desertion です。,politics,formal,moral,abstract,political leadership crisis,abdication : The prime minister's abdication of leadership during the crisis disappointed many supporters. / 危機の最中におけるその首相の指導力放棄は、多くの支持者を失望させた。 / 正解: 指導力放棄 / tags: politics,formal,moral,abstract / scene: political leadership crisis
abdication,9,The documentary explored the circumstances surrounding the monarch's historic <u>abdication</u>.,そのドキュメンタリーは、君主の歴史的な退位を取り巻く状況を探求した。,退位,戴冠,結婚,死去,1,「退位」が正解です。abdication は「退位」という意味で、historic という歴史的重要性と explored the circumstances という調査の対象として論理的です。歴史ドキュメンタリーの典型的なトピックです。,「戴冠」は英語では coronation で、王冠を授けられることを表します。abdication は leaving throne なので、assuming throne の coronation とは逆です。coronation is crowning、abdication is renouncing です。,「結婚」は英語では marriage / wedding で、婚姻を結ぶことを表します。abdication は political act であり、personal event の marriage とは異なる種類の出来事です。marriage is personal、abdication is political です。,「死去」は英語では death で、亡くなることを表します。abdication は voluntary act なので、involuntary event の death とは異なります。death is involuntary end、abdication is voluntary resignation です。,history,politics,formal,abstract,historical documentary,abdication : The documentary explored the circumstances surrounding the monarch's historic abdication. / そのドキュメンタリーは、君主の歴史的な退位を取り巻く状況を探求した。 / 正解: 退位 / tags: history,politics,formal,abstract / scene: historical documentary
abdication,10,The concept of parental <u>abdication</u> refers to neglecting one's duties toward children.,親の義務放棄という概念は、子どもに対する義務を怠ることを指す。,義務放棄,義務履行,義務教育,義務共有,1,「義務放棄」が正解です。parental abdication は「親としての責任放棄」という社会学・心理学用語で、neglecting duties という具体的行為と論理的につながります。児童福祉や家族法の文脈で重要な概念です。,「義務履行」は英語では fulfillment of duties で、責任を果たすことを表します。neglecting（怠る）とは正反対です。fulfillment is executing、abdication is abandoning です。,「義務教育」は英語では compulsory education で、法定の教育制度を表します。abdication は abandonment of duties であり、education system とは無関係です。compulsory education is system、abdication is neglect です。,「義務共有」は英語では sharing of duties で、分担することを表します。neglecting という放棄の文脈では、sharing という cooperative act は成立しません。sharing is distribution、abdication is desertion です。,social,psychology,formal,moral,family law or child welfare discussion,abdication : The concept of parental abdication refers to neglecting one's duties toward children. / 親の義務放棄という概念は、子どもに対する義務を怠ることを指す。 / 正解: 義務放棄 / tags: social,psychology,formal,moral / scene: family law or child welfare discussion
aberration,1,The sudden temperature drop was just a temporary <u>aberration</u>.,突然の気温低下は一時的な異常にすぎなかった。,異常,規則性,標準,傾向,1,「異常」が正解です。aberration は「逸脱、異常、通常とは異なるもの」という意味で、sudden temperature drop（突然の気温低下）が temporary（一時的）であることから、通常パターンから外れた現象を表しています。試験では statistical aberration（統計的異常値）や mental aberration（精神異常）という科学・医学用語でも出ます。just を使うことで「単なる異常であり心配不要」というニュアンスを強調しています。,「規則性」は英語では regularity / pattern で、一定の規則に従うことを表します。aberration は規則から外れることなので、意味が正反対で不正解です。,「標準」は英語では standard / norm で、通常の基準や平均を表します。aberration は標準から逸脱したものなので、概念が正反対で不正解です。,「傾向」は英語では trend / tendency で、継続的な方向性を表します。aberration は一時的な逸脱なので、継続性の有無が異なり不正解です。ただし temporary という語があるため、やや紛らわしい選択肢となっています。,science;abstract;state;formal,scientific or weather description,aberration : The sudden temperature drop was just a temporary aberration. / 突然の気温低下は一時的な異常にすぎなかった。 / 正解: 異常 / tags: science;abstract;state;formal / scene: scientific or weather description
aberration,2,The sudden temperature drop was an <u>aberration</u> from the normal seasonal pattern.,その突然の気温低下は、通常の季節パターンからの逸脱だった。,逸脱,継続,平均,予測,1,「逸脱」が正解です。aberration from は「〜からの逸脱、異常」という意味で、normal seasonal pattern という通常のパターンとの対比が論理的です。科学・統計の文脈で重要な専門用語です。,「継続」は英語では continuation で、続くことを表します。aberration は deviation（逸脱）なので、continuation（継続）とは逆です。continuation is consistency、aberration is deviation です。,「平均」は英語では average で、typical value を表します。aberration は departure from normal なので、average itself ではなくその deviation です。average is norm、aberration is departure from norm です。,「予測」は英語では prediction / forecast で、将来を見通すことを表します。aberration は observed deviation であり、prediction（未来予想）とは異なる概念です。prediction is forecast、aberration is anomaly です。,science,nature,formal,description,scientific observation or weather report,aberration : The sudden temperature drop was an aberration from the normal seasonal pattern. / その突然の気温低下は、通常の季節パターンからの逸脱だった。 / 正解: 逸脱 / tags: science,nature,formal,description / scene: scientific observation or weather report
aberration,3,The statistician dismissed the outlier as a statistical <u>aberration</u>.,その統計学者は、外れ値を統計的異常として退けた。,異常,正常,平均,法則,1,「異常」が正解です。statistical aberration は「統計的異常値」という専門用語で、outlier（外れ値）という同義の概念と論理的につながります。データ分析や研究で頻出の重要な表現です。,「正常」は英語では normal で、typical state を表します。aberration は abnormality なので、normality とは正反対です。normal is typical、aberration is atypical です。,「平均」は英語では average / mean で、中央値を表します。aberration は deviation from average なので、average itself ではありません。average is center、aberration is extreme です。,「法則」は英語では law / rule で、一般原則を表します。aberration は exception to rules なので、law itself とは異なります。law is principle、aberration is deviation です。,science,academic,formal,abstract,statistical analysis or research,aberration : The statistician dismissed the outlier as a statistical aberration. / その統計学者は、外れ値を統計的異常として退けた。 / 正解: 異常 / tags: science,academic,formal,abstract / scene: statistical analysis or research
aberration,4,His violent behavior was an <u>aberration</u> from his usually calm demeanor.,彼の暴力的な振る舞いは、彼の普段の穏やかな態度からの逸脱だった。,逸脱,継続,証明,結果,1,「逸脱」が正解です。aberration from は「〜からの逸脱」という意味で、usually calm demeanor という通常の性格との対比が論理的です。心理学や人物描写で重要な表現です。,「継続」は英語では continuation で、続くことを表します。aberration は break from pattern なので、continuation とは逆です。continuation is consistency、aberration is departure です。,「証明」は英語では proof で、立証することを表します。aberration は deviation であり、proof（証拠）とは異なる概念です。proof is evidence、aberration is anomaly です。,「結果」は英語では result で、outcome を表します。aberration は type of behavior であり、result（結果）とは異なる概念です。result is outcome、aberration is deviation です。,psychology,behavior,formal,description,character analysis or incident report,aberration : His violent behavior was an aberration from his usually calm demeanor. / 彼の暴力的な振る舞いは、彼の普段の穏やかな態度からの逸脱だった。 / 正解: 逸脱 / tags: psychology,behavior,formal,description / scene: character analysis or incident report
aberration,5,The data shows some minor <u>aberration</u> from the expected pattern.,そのデータは予想されるパターンから若干の逸脱を示している。,逸脱,一致,証明,反復,1,「逸脱」が正解です。aberration は「逸脱、異常」という意味で、from the expected pattern という基準からのズレを示します。科学・統計で重要な用語です。,「一致」は英語では agreement / match で、合うことを表します。aberration は逆に「ズレ」なので矛盾します。,「証明」は英語では proof / evidence で、正しさを示すことを表します。aberration は異常値なので、証明とは異なります。,「反復」は英語では repetition で、繰り返すことを表します。aberration は通常と異なることなので、反復とは逆です。,science;academic;abstract;formal,scientific data analysis,aberration : The data shows some minor aberration from the expected pattern. / そのデータは予想されるパターンから若干の逸脱を示している。 / 正解: 逸脱 / tags: science;academic;abstract;formal / scene: scientific data analysis
aberration,6,The company considered the quarterly loss a temporary <u>aberration</u> in its growth trend.,その会社は四半期の損失を、成長傾向における一時的な異常と見なした。,異常,成功,継続,開始,1,「異常」が正解です。temporary aberration は「一時的な異常」という意味で、quarterly loss という negative event と in its growth trend という positive context の対比が論理的です。ビジネス分析で重要な表現です。,「成功」は英語では success で、positive outcome を表します。quarterly loss というネガティブな出来事を success と呼ぶことは矛盾します。success is achievement、aberration is anomaly です。,「継続」は英語では continuation で、続くことを表します。temporary という一時的な性質と矛盾します。continuation is persistence、aberration is deviation です。,「開始」は英語では beginning / start で、始まることを表します。aberration は deviation from norm であり、beginning（開始時点）とは異なる概念です。beginning is start、aberration is anomaly です。,business,formal,abstract,description,business financial analysis,aberration : The company considered the quarterly loss a temporary aberration in its growth trend. / その会社は四半期の損失を、成長傾向における一時的な異常と見なした。 / 正解: 異常 / tags: business,formal,abstract,description / scene: business financial analysis
aberration,7,Mental health professionals view the incident as an <u>aberration</u> caused by extreme stress.,精神保健の専門家たちは、その出来事を極度のストレスによって引き起こされた異常と見なしている。,異常,正常,治療,診断,1,「異常」が正解です。aberration は「通常からの逸脱、異常行動」という意味で、caused by extreme stress という原因説明と論理的につながります。臨床心理学で重要な概念です。,「正常」は英語では normalcy で、typical state を表します。aberration は deviation from normal なので、normalcy itself とは逆です。normalcy is typical、aberration is atypical です。,「治療」は英語では treatment で、therapy を表します。aberration は condition / behavior であり、treatment は response to it です。treatment is intervention、aberration is symptom です。,「診断」は英語では diagnosis で、assessment を表します。view as an aberration は「異常と見なす」という判断であり、diagnosis（病名確定）とは異なるプロセスです。diagnosis is identification、aberration is deviation です。,psychology,medicine,formal,abstract,clinical psychology or mental health assessment,aberration : Mental health professionals view the incident as an aberration caused by extreme stress. / 精神保健の専門家たちは、その出来事を極度のストレスによって引き起こされた異常と見なしている。 / 正解: 異常 / tags: psychology,medicine,formal,abstract / scene: clinical psychology or mental health assessment
